Source,Category,Date,Author,Title,Tags,Subtitle,Content,
businessStandards,['Markets'],02-02-2018 10:18,['SI Reporter'],"['LIC Housing, Corporation Bank among 29 stocks that hit 52-week low']","['Lic Housing Finance', '52-week Low', 'Markets', 'Corporation Bank', 'Budget', 'Bank Of Maharashtra', 'Allahabad Bank', 'Lic Housing Finance 52-week Low', 'News']","['Shares of five public sector banks such as Allahabad Bank, Bank of Maharashtra, Corporation Bank, Punjab & Sind Bank and United Bank of India too hit 52-week lows on BSE.']","['LIC Housing Finance, Cummins India, DCM Shriram Industries, Indo Count Industries, Vivimed Labs and Wim Plast were among 29 stocks from the S&P BSE500 and S&P BSE Smallcap index hitting their respective 52-week lows after the these indices falls more than 1% on Friday.Shares of five public sector banks such as Allahabad Bank, Bank of Maharashtra, Corporation Bank, Punjab & Sind Bank and United Bank of India too hit 52-week lows on BSE.At 10:06 AM; the S&P BSE Smallcap index dipped 2.4%, while the S&P BSE 500 index down 1.3% against 0.96% decline in the S&P BSE Sensex.Thebudgetintroduced 10% Long Term Capital Gains (LTCG) for gains greater than Rs 1 lakh (without allowing for indexation) in equities. This will be effective for gains registered after January 31 2018, and for investments greater than one year. In addition, a tax of 10% will be levied on distributed income from equity mutual fund schemes.LTCG is expected to dampen investor sentiment. This may impact portfolio allocations, discourage longer term investments and result in reduced capital inflows into the share market, the rating agency CARE Ratings said in analysis of UnionBudget2018-19.COMPANYLATEST52 WK LOWPREV LOWPREV DATEALLAHABAD BANK63.4562.8063.2511-Aug-17BALRAMPUR CHINI117.20116.10116.2501-Feb-18BANK OF MAHA19.3019.2519.4030-Jan-18BOMBAY RAYON65.0065.0068.4001-Feb-18CL EDUCATE263.00260.80265.2031-Jan-18CORPORATION BANK38.0037.8038.0524-Oct-17COSMO FILMS344.20343.65345.0018-Dec-17CUMMINS INDIA831.70821.80826.3501-Feb-17DCM SHRIRAM INDS254.00243.00245.0001-Feb-18DYNAMATIC TECH.1800.001782.251800.0501-Feb-18GUJ.NRE-DVR1.171.171.1812-Jan-18INDO COUNT INDS.100.0093.0095.0027-Sep-17LAKSHMI ENERGY26.5026.5026.7031-Jan-18LIC HOUSING FIN.521.00521.00528.0001-Feb-18MULTI COMM. EXC.761.45747.00769.0030-Jan-18NEULAND LABS.782.00779.15800.0024-Jan-18NORTH EASTN. CAR.28.2528.2528.3001-Feb-18PNB GILTS41.2538.8542.5531-Jan-18PTC INDIA FIN34.2034.1034.3518-Dec-17PUN. & SIND BANK43.2543.1544.2001-Feb-18SAI BABA INVT.13.6313.6313.6301-Feb-18SANGAM INDIA167.40166.05171.0001-Feb-18SATHAVAHA. ISPAT24.2024.2025.2501-Feb-18SEQUENT SCIEN.77.0076.5081.8501-Feb-18SITI NETWORKS21.9021.7022.1001-Feb-18STRIDES SHASUN747.10736.00736.0001-Feb-18UNITED BANK (I)16.2516.1016.4001-Feb-18VIVIMED LABS.82.1082.1083.9031-Jan-18WIM PLAST1261.001260.001260.0028-Sep-17', 'NRE-DVR']",/article/markets/lic-housing-corporation-bank-among-29-stocks-that-hit-52-week-low-118020200222_1.html
businessStandards,['Markets'],02-02-2018 09:57,['SI Reporter'],['Bajaj Auto hits new high on strong January sales'],"['Bajaj Auto', 'Markets', 'January', 'Sales', 'News']","['The stock hit a new high of Rs 3,473, up 2% on BSE in intra-day trade, after the company reported 46% jump in total sales at 353,147 units in January.']","['Bajaj Autohit a new high of Rs 3,473, up 2% on BSE in early morning trade, after the company reported healthysalesgrowth for January, with totalsalesjumping 46% at 353,147 units over the previous year. It had sold total 241,917 units in the same month last year.The company?s overall motorcyclessalesjump 36% year on year (YoY) at 288,936 units.', 'Three-wheelers saw the highest eversalesin a single month with the company sold 64,211 units, up 113% on YoY basis.Bajaj Autohad reported 30% YoY jump in totalsalesat 292,547 units, with motorcyclessalesgrew 13% at 228,762 units over the previous year.On cumulative basis, for the first 10 months (April to January) of the current financial year 2017-18, the company totalsalesof the company increased by 6% at 3.3 million units compared to 3.1 million units sold in the same 10 months of last financial year.Bajaj Autois scheduled to announce the unaudited financial results for the quarter and nine months ended 31 December 2017 (Q3FY18) today.']",/article/markets/bajaj-auto-hits-new-high-on-strong-january-sales-118020200213_1.html
businessStandards,['Markets'],02-02-2018 08:00,"['Devarsh Vakil', 'Nandish Shah']",['Derivative Strategy on M&M by HDFC Securities'],"['M&m', 'Hdfc Securities', 'Target', 'Stop Loss', 'Markets', 'Derivative Strategy', 'F&o']","['Derivative Strategy on M&M by Devarsh Vakil & Nandish Shah - PCG Desk, HDFC Securities:']","['', 'Derivative StrategyonM&Mby Devarsh Vakil & Nandish Shah - PCG Desk, HDFC Securities:BuyM&MFebruary at 800 call at Rs 23Stop loss: Rs 15Target: Rs 40Rationale:We have seen long positions being built inM&Mfutures today where we have seen open interest addition of 7% with price rise of 5%.Stock price has given breakout on the daily, weekly and Monthly chart where it managed to close at all-time high.M&Mreported 32% rise in Auto sales for the month of JanuaryMomentum Indicators and oscillators are Indicating strength in theM&Mfor the coming daysDisclaimer: The analyst may have positions in any or all the stocks mentioned above.']",/article/markets/derivative-strategy-pick-on-m-m-by-hdfc-securities-118020101223_1.html
businessStandards,['Markets'],02-02-2018 08:00,['Vaishali Parekh'],['Nifty outlook and top trading ideas by Prabhudas Lilladher for today'],"['Nifty', 'Markets', 'Prabhudas Lilladher', 'Target', 'Stop Loss', 'Prakash Industries', 'Bajaj Finance', 'Berger Paints', 'Technical Calls', 'Daily Technical']","['Nifty outlook and few trading ideas by Vaishali Parekh, Research Analyst - Technical Research at Prabhudas Lilladher:']","['Niftyoutlook and few trading ideas by Vaishali Parekh, Research Analyst - Technical Research at Prabhudas Lilladher:NIFTYVIEW:Post BudgetNiftyhas pierced below 10900 levels however with a close above the 11000 mark, the uptrend remains intact. On a broad base, we anticipate sectors like Infra and agri-products like fertilisers and tractors to perform in the short term perspective. The support for the day is seen at 10960 while resistance is seen at 11,070.BUY BAJAJ FINANCECMP: Rs 1,729.45TARGET: Rs 1,850STOP LOSS: Rs 1,680The stock has made a double bottom formation at around 1650 levels and also taken support which is also where the significant 200 DMA lies and signifies potential to rise further from here on. The RSI has shown a trend reversal and has maintained the positive bias.', 'The chart looks attractive and with decent volume participation witnessed, we recommend a buy in this stock for an upsidetargetof 1850 keeping astop lossof 1680.BUY PRAKASH INDUSTRIESCMP: Rs 217.50TARGET: Rs 260STOP LOSS: Rs 205The stock has given a good run recently to carry the price to the peak level of 276 and a short correction thereafter to indicate a higher bottom formation pattern in the daily chart has signified strength and potential to continue the rally further in the coming days. The volume has been on the rise in recent days and with a positive bias sentiment, we recommend a buy in this stock for an upsidetargetof 260 keeping astop lossof 205.BUY BERGER PAINTSCMP: Rs 260.15TARGET: Rs 284STOP LOSS: Rs 245The stock has been in a consolidation phase for quite some time and has taken support at around 245 levels at regular intervals and is poised for another upward move in the coming days. The RSI has again indicated a trend reversal to signal a buy and the stock has also moved above the significant moving average of 200 DMA to maintain a positive bias. With good volume activity witnessed, we recommend a buy in this stock for an upsidetargetof 284 keeping astop lossof 245.Disclaimer: The analyst may have positions in any or all the stocks mentioned above']",/article/markets/nifty-outlook-and-top-trading-ideas-by-prabhudas-lilladher-for-today-118020101238_1.html
businessStandards,['Technology'],02-02-2018 08:34,['AFP/PTI'],"[""Apple reports record $20 bn profit, iPhone X sales 'better than expected'""]","['Apple', 'Apple Sales', 'Apple X', 'Iphone X', 'Iphone X Sales', 'Apple Iphone X', 'Technology News', 'Technology', 'Mobiles & Tablets']","[""Apple's revenue in the final three months of last year increased 13 per cent to $88.3 billion""]","['Appletoday reported a $20 billion profit in a record-setting quarter and said sales of its newestiPhone Xsmartphone were better than expected.Revenue in the final three months of last year increased 13 per cent to $88.3 billion, according to the California- basedtechnologygiant.""We\'re thrilled to report the biggest quarter in Apple\'s history, with broad-based growth that included the highest revenue ever from a new iPhone lineup,"" saidApplechief executive Tim Cook.""iPhone Xsurpassed our expectations and has been our top-selling iPhone every week since it shipped in November.""However,Applereported that overall iPhone sales in the quarter 77.3 million from were about a million fewer than the same period a year earlier.', 'But iPhone revenues rose 13 per cent from a year ago, suggesting its newer models were gaining traction.The earnings come amid concerns over weak demand for the newest and most expensive iPhone X, the 10th anniversary edition of the iconic smartphone.Applealso forecast that revenue in the current quarter would be between $60 billion and $62 billion in an outlook less rosy than analysts had expected.Appleshares dipped and then rose two percent to $171.08 in after-market trades that followed release of the earnings figures.Despite Apple\'s spectacular trajectory in the decade since the introduction of the iPhone, the Californiatechnologytitan is facing challenges on whether it can continue growth.Apple\'s image meanwhile has been bruised by revelations that the company updated its mobile software to slow the performance of old iPhones as batteries weaken from age.The latest earnings report showed gains forApplein all its regions including ""Greater China,"" where it has faced challenges.While the iPhone delivered the bulk of its revenues at $61.6 billion in the quarter, the key segment of services saw revenue growth of 18 per cent to $8.5 billion and ""other product"" which include theAppleWatch andAppleTV, increased 36 per cent to USD 5.5 billion.Applesaid its cash pile grew to $285 billion, which much of that stashed overseas.The company said last month it would bring back most of its profits from abroad to take advantage of a favorable tax rate in legislation approved by Congress last year.The repatriation will result in a tax bill of some $38 billion, but also would free up big chunks of money for investment.For the latest quarter -- the fiscal first quarter for the three months to December 30 --Appleset aside U$6.97 billion for taxes.']",/article/technology/apple-reports-record-20-bn-profit-iphone-x-sales-better-than-expected-118020200096_1.html
businessStandards,['Specials'],02-02-2018 10:42,['Puneet Wadhwa'],['Best days of mid-cap and small-cap segments are over: Samir Arora'],"['Markets', 'Budget 2018', 'Economy', 'Midcap Stocks', 'Smallcap Stocks', 'Ltcg', 'Infrastructure Stocks', 'Elections 2019', 'Global Markets', 'Corporate Earnings', 'Specials', 'Expert Speak']","['Interview with founder and fund manager, Helios Capital']","[""As expected,Budget 2018has reintroduced long term capital gains tax (LTCG) on sale of equity shares, whichSAMIR ARORA, founder and fund manager, Helios Capitalbelieves is the real negative in among the proposals announced. Indian markets, he tellsPuneet Wadhwa, will underperform globalmarketsfor the next few months. Edited excerpts:What is your interpretation of theBudget 2018proposals? And, do you think it is enough to boost India's economic growth andcorporate earnings?The 2018 budget focuses on the right issues, led by rural sector. It is clear that the Indian farmer and rural poor has not fully participated in the growth of the Indianeconomyand needs significant hand holding and no one can object to higher allocations and programs for this group.Corporate earningswere expected to be strong even before any budget announcements. The budget may help sectors that feed off rural demand like two-wheelers, agriculture equipment etc.What is your view on the way long term capital gains tax (LTCG) has been imposed ? on the amount of gain and not the tenure? To what extent can it hurt investor sentiment?The real negative fromBudget 2018is the imposition ofLTCG.However, now that the tax is already imposed, one has to move on, which I think will happen after 5 to 10 per cent underperformance in India relative to othermarkets.What next for themarkets?What are the likely triggers and risks over the next 12 months?I think Indianmarketswill underperform globalmarketsfor the next few months. However, if the globalmarketsremain strong, we may not feel any real pain as we will also go up ? even if we underperform.What?s your view on the mid-and small-cap segments?I think that the best days of mid-cap and small-cap segments are over.Given the tone of the Budget, do you believe the government may prepone the general elections? Aremarketsfactoring in such a move?Mr Jayant Sinha has already said in an interview that this is a political budget."", 'So whether the elections are preponed by a few months or not, it does not matter. That said, it is clear that the budget has been made keeping in mind that we have elections next year, but that should not surprise anyone.']",/article/specials/best-days-of-mid-cap-and-small-cap-segments-are-over-samir-arora-118020200244_1.html
businessStandards,['Budget'],02-02-2018 11:13,['Reuters'],"['Modicare: New health insurance plan may cost Centre, states $1.71 bn a year']","['Modicare', 'Budget 2018', 'Budget', 'Health Insurance', 'Healthcare', 'Health Budget 2018', 'Medical Budget', 'Health Insurance In Budget', 'Budget Health Insurance', 'India Health Budget', 'Healthcare Budget', 'Hospital Budget', 'India Budget For Healthcare', 'National Health Budget', 'Healthcare Budget 2018', 'Budget On Health', 'Medical Budget 2018', 'Budget 2018-19', 'Union Budget 2018', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget 2018 Highlights', 'Budget 2018 Latest News', 'Annual Budget Of India', '2018 Budget', 'Indian Budget 2018', 'Budget 2018 Expectations', 'New Budget 2018', 'Impact Of Budget 2018', 'Fiscal Budget 2018', 'Modi Budget 2018', 'Economy']","['The government has estimated the premium for insuring each family would be about Rs 1,100']","['', ""Prime Minister Narendra Modi's ambitious plan to providehealth insuranceto 100 million poor families would require Rs 110 billion ($1.71 billion) in federal and state funding each year, a government official told Reuters."", 'The National Health Protection Scheme, dubbed ""Modicare"" and announced in Thursday\'sBudget2018, would provide 100 million families, or about 500 million poor people, with a health cover of Rs 500,000 ($7,850) for free treatment of serious ailments.', 'The government has estimated the premium for insuring each family would be about Rs 1,100 ($17.15), said the government official with direct knowledge of the matter.', ""ALSO READ:Budget 2018: 'Modicare' a good first step, but where will money come from?""]",/budget/article/modicare-new-health-insurance-plan-may-cost-centre-states-1-71-bn-a-year-118020200258_1.html
businessStandards,['Budget'],02-02-2018 11:05,['Aneesh Phadnis'],['Budget 2018: Corporate hospitals must change model to cash in on Modicare'],"['Budget 2018', 'Budget', 'National Health Protection Scheme', 'Arun Jaitley', 'Corporate Hospitals', 'Health Insurance', 'Medical Insurance', 'Edelweiss Securities', 'Apollo Hospitals', 'Max India', 'Fortis Healthcare', 'Wockhardt Hospitals', 'Government']","[""The National Health Protection Scheme is set to triple India's healthcare spend, apart from increase patient volumes and lowering costs""]",[''],/budget/article/budget-2018-corporate-hospitals-must-change-model-to-cash-in-on-modicare-118020200266_1.html
businessStandards,['Budget'],02-02-2018 10:55,['Press Trust of India'],"['Budget 2018: With CCTV, Wi-Fi plans, Railways to focus on tech this year']","['Budget 2018', 'Budget', 'Railways', 'Piyush Goyal', 'Railway Tech Upgrade', 'Railways Cctv', 'Railways Wifi', 'Signal System', 'Railway Budget 2018', 'Railway Budget', 'Railway Sector Budget', 'Railway Budget Highlights', 'Economy']","['A majority of the thrust will be on improving the signalling system through ETCS II, Goyal said']","['Railway MinisterPiyush Goyalon Thurday said the national transporter would focus on technology this year to ensure safety on its network.Finance Minister Arun Jaitley allocated Rs 20.25 billion for an overhaul of the signalling and telecommunication system of the IndianRailwaysin 2018-2019. Rs 114.50 billion has been earmarked for track renewal.A majority of the thrust will be on improving the signalling system through ETCS II, Goyal said.""When ETCS II, which is the most modern radio-based signalling system in the world, comes into force ...say in Mumbai, the frequency of trains will reduce to two minutes from three to four minutes at present,"" he said.""The focus will be on technology, in everything. I have to give people security. If I try and provide personnel on every train and in every coach, it will be very expensive. My target is to have CCTV cameras and Wi-Fi in all trains and all coaches,"" he said at a press briefing.Goyal said the total expenditure planned on safety, including Rashtriya Rail Sanraksha Kosh (RRSK), is Rs 730.65 billion in 2018-19. It was Rs 687.25 billion in 2017-18.The RRSK will have Rs 50 billion from Capital (Budgetary Support), Rs 100 billion from the Railway Safety Fund and Rs 50 billion from theRailwaysrevenue.""In my department, money is never a concern,"" he said, when asked about thebudgetfor introducing high-end technology in theRailways.Stakeholders in theRailwaysreacted positively to the thrust on technology.']",/budget/article/budget-2018-with-cctv-wi-fi-plans-railways-to-focus-on-tech-this-year-118020101912_1.html
businessStandards,['Budget'],02-02-2018 10:27,['Sahil Makkar'],['Polls on cards? FM Jaitley increases election budget by 110 per cent'],"['Budget 2018', 'Budget', 'Election Budget', 'Election Commission', 'Arun Jaitley', 'State Elections', 'Madhya Pradesh Election', 'Chhatisgarh', 'Rajasthan', 'Budget 2018-19', 'Union Budget 2018', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget 2018 Highlights', 'Government']",['Election Commission overall budget increased by 41 per cent'],[''],/budget/article/polls-on-cards-govt-increases-election-budget-by-110-per-cent-118020200224_1.html
businessStandards,['Budget'],02-02-2018 10:00,['T E Narasimhan'],"['Kerala Budget: GST disappointing, benefits only corporates, says state FM']","['Kerala Budget', 'Kerala State Budget', 'Kerala Budget 2018', 'Ockhi Cyclone', 'Budget 2018-19', 'Union Budget 2018', 'Gst', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget 2018 Highlights', 'Budget 2018 Latest News', 'Annual Budget Of India', '2018 Budget', 'Indian Budget 2018', 'Budget 2018 Expectations', 'New Budget 2018', 'Impact Of Budget 2018', 'Fiscal Budget 2018', 'Modi Budget 2018', 'Budget 2018', 'Budget', 'Economy']",['Thomas Isaac in the budget speech said the main issue with GST is lack of a full-fledged administrative system'],[''],/budget/article/kerala-budget-gst-disappointing-benefits-only-corporates-says-state-fm-118020200219_1.html
businessStandards,['Budget'],02-02-2018 09:56,['Puneet Wadhwa'],"['2,706 BSE-listed companies to gain from cut in corporate tax rate']","['Markets', 'Budget 2018', 'Corporate Tax', 'Msme', 'Bse', 'Deliotte India', 'Iifl', 'Nomura', 'Budget', 'Industry']","['The government said the lower corporation tax for medium and small enterprises (MSMEs) would leave them with higher investible surplus, which could be used to create more jobs']",[''],/budget/article/2-706-bse-listed-companies-to-gain-from-cut-in-corporate-tax-rate-118020200214_1.html
businessStandards,['Budget'],02-02-2018 09:10,['IANS'],"[""Budget 2018: Jaitley told don't kill cryptocurrencies in India; here's why""]","['Budget 2018', 'Cryptocurrencies', 'Bitcoin', 'Jaitley On Cryptocurrenices', 'Budget 2018-19', 'Union Budget 2018', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget 2018 Highlights', 'Budget 2018 Latest News', 'Annual Budget Of India', '2018 Budget', 'Indian Budget 2018', 'Budget 2018 Expectations', 'New Budget 2018', 'Impact Of Budget 2018', 'Fiscal Budget 2018', 'Modi Budget 2018', 'Budget', 'Markets']",['Arun Jaitley announcing during Union Budget speech that virtual currencies are no legal tender'],"['', 'With Finance Minister Arun Jaitley announcing that virtual currencies are no legal tender and that the proliferation of its use for illegitimate financing will be curbed, industry experts urged him to regulate, not curb, them.', '""Cryptocurrenciesare no legal tender and the government discourages its use. However, the government will look at the utilisation of Blockchain (a distributed digital technology that supports cryptocurrencies),"" Jaitley said in hisBudgetspeech in Parliament.', 'Bipin Preet Singh, Co-founder of e-wallet MobiKwik, reacted that ""the government should consider regulatingcryptocurrenciesthan curbing their use entirely"".', 'Neither the government nor the Reserve Bank of India (RBI) has authorised any virtual currency as a medium of exchange till date but the momentum for such virtual currencies is catching up rapidly in India like other countries.', '""The announcement on the cryptocurrency should not be misinterpreted. The intention is more likely to regulate the circulation to avoid its usage for illegal transactions,"" noted Rashmi Deshpande, Associate Partner, Khaitan & Co, a leading law firm.', '""In addition, the government has recognised the viability of blockchain technology that powers cryptocurrency. Efforts should be made to bring in regulations at the earliest to achieve this aim,"" Deshpande added.', 'According to Sapan Gupta, National Practice Head-Banking & Finance at law firm Shardul Amarchand Mangaldas, capitalizing on the Blockchain technology could open new ways of securing peer-to-peer lending transactions, boosting trade finance, fintech and information repository sectors.', '""By segregating the use of Blockchain fromcryptocurrenciesreflects the government\'s intention to use the technology in a gradual and safer manner, before it gets into concepts like replacing currencies,"" Gupta said.', 'D.D. Mishra, Research Director at Gartner, said that rather than restricting cryptocurrencies, they can be regulated to prevent any adverse impact and risks while exploring Blockchain side by side.', '""BACC reaffirms its unstinting assistance to the government, and all regulators, in helping evolve a robust ecosystem for cryptocurrencies,"" said Ajeet Khurana, Head, The Blockchain and Cryptocurrency Committee of India (BACC).', 'Sathvik Vishwanath, CEO and Co-Founder, Unocoin, assured his users.', '""There is no change in government\'s stance with respect to tradingcryptocurrencies.Cryptocurrency holders need not panic and the business is as usual at Unocoin,"" he said.', 'Bala Parthasarathy, CEO and Co-Founder, MoneyTap, said it will be interesting to see how the whole cryptocurrency piece plays out as the government has a sceptical view of that.']",/budget/article/budget-2018-jaitley-told-don-t-kill-cryptocurrencies-in-india-here-s-why-118020101050_1.html
businessStandards,['Budget'],02-02-2018 08:58,['Sidharth Bhatia | The Wire'],"[""Budget 2018: Modi knows biz-friendly image doesn't pay in election year""]","['Budget 2018', 'Modicare', 'Budget', 'Budget 2018-19', 'Union Budget 2018', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget 2018 Highlights', 'Budget 2018 Latest News', 'Annual Budget Of India', '2018 Budget', 'Indian Budget 2018', 'Budget 2018 Expectations', 'New Budget 2018', 'Impact Of Budget 2018', 'Fiscal Budget 2018', 'Modi Budget 2018', 'Health Budget 2018', 'Medical Budget', 'Health Insurance In Budget', 'Budget Health Insurance', 'India Health Budget', 'Healthcare Budget', 'Hospital Budget', 'India Budget For Healthcare', 'National Health Budget', 'Healthcare Budget 2018', 'Budget On Health', 'Medical Budget 2018', 'Budget Impact On Stocks', 'Ltcg', 'Arun Jaitley', '2019 Elections', 'Budget Income Tax 2018', 'Tax Slab Budget 2018', 'Budget Income Tax', 'Budget 2018 Income Tax', 'Income Tax Slab In New Budget', 'Financial Budget', 'Budget For Senior Citizens', 'Union Budget 2018 Income Tax', 'Indirect Tax Budget', 'Economy']","[""Finance Minister Arun Jaitley's entire emphasis has been on the poor, with a few tweaks to the salaried, income-tax paying classes almost as an afterthought""]",[''],/budget/article/budget-2018-shows-modi-knows-biz-friendly-image-doesn-t-pay-in-election-yr-118020200166_1.html
businessStandards,['Budget'],02-02-2018 08:36,['Reuters'],"['Budget 2018 spurs inflation worries, may push RBI to increase rates']","['Budget 2018', 'Inflation', 'Rbi Policy', 'Rbi Meet', 'Arun Jaitley', 'Retail Inflation', 'Rural Spending', 'Reserve Bank Of India', 'Rbi Rate Cut', 'Budget 2018-19', 'Union Budget 2018', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget', 'Economy']",['Traders and analysts said the Budget could add to inflationary pressures at a time when retail inflation was at a 17-month high'],"['', ""India's annualbudgetcould push upinflationand prompt the central bank to raise interest rates sooner, analysts said on Thursday, raising the probability of a scenario that could hurt the nascent economic recovery."", 'Finance Minister Arun Jaitley, delivering his last full annualbudgetbefore a general election to be held by May next year, raised government spending for rural areas and support to farmers, while slowing the pace of fiscal consolidation.', 'Traders and analysts said those moves could add to inflationary pressures at a time when retailinflationwas at a 17-month high. That would make theReserve Bank of Indiamore cautious when it announces the monetary policy review on Wednesday next week, they said.', '""The probability of rate hikes in the next fiscal year has gone up materially,"" said A. Prasanna, economist at ICICI Securities Primary Dealership in Mumbai.', 'A cautious stance at the RBI would increase the probability of interest rate increases in the coming fiscal year. That in turn could raise tensions between the government and the central bank, which has resisted pressures for deep rate cuts to boost growth as it worried about increasinginflation.', ""Analysts said while the RBI is expected to keep interest rates on hold next week, thebudgetcould toughen the central bank's tone. They said the government's decision to increase the minimum support price guarantee to farmers, in particular, is likely to have a direct inflationary impact."", 'In the budget, the government promised farmers to buy their crops at 1.5 times the cost of production, a major shift in approach after keeping the average minimum support price increase in low single digits over the past three years.', ""The announcement spooked investors as they expected retail inflation, which is at 5.21 percent and above the central bank's 4 percent target, could rise more."", 'It could also put pressure on the fiscal deficit and hurt exports if domestic prices are higher than global for these crops, analysts said.', '""If the cost of production includes all expenses, including land and labour and capital,inflationand subsidy are bound to go up,"" said Ashok Gulati, an agricultural economist who formerly advised the government on support prices.', 'ICICI Securities Primary Dealership\'s Prasanna said the RBI\'s ""monetary policy committee will wait to see how the MSP hikes are implemented before making up their minds.""', 'Some analysts, however, said there was enough slack in theeconomyto counter inflationary pressures and lauded the government for taking steps they said would boost growth.', '""There is no demand in the economy, then how caninflationpick up?"" said Rupa Rege Nitsure, group chief economist at L&T Finance Holding.', '""With this fiscal push, if growth improves then revenues can pick up, investments will pick up. The central bank should work in tandem with the government.""', '']",/budget/article/budget-2018-spurs-inflation-worries-may-push-rbi-to-increase-rates-118020101658_1.html
businessStandards,['Budget'],02-02-2018 08:33,['IANS'],"['Budget 2018 hikes road cess by Rs 8, petrol to cost Rs 73/litre in Delhi']","['Budget 2018-19', 'Petrol Price', 'Petrol Price In Delhi', 'Petrol Price Hike', 'Petrol Rate Today', 'Union Budget 2018', 'Union Budget 2018-19', 'Budget 2018 News', 'Budget 2018 Highlights', 'Budget 2018 Latest News', 'Annual Budget Of India', '2018 Budget', 'Indian Budget 2018', 'Budget 2018 Expectations', 'New Budget 2018', 'Impact Of Budget 2018', 'Fiscal Budget 2018', 'Modi Budget 2018', 'Budget 2018', 'Budget', 'Economy']",['The basic excise duty on unbranded petrol was slashed by Rs 2 from Rs 6.48 per litre and on branded petrol from Rs 7.66 per litre'],"['', 'Even as the UnionBudget2018-19 proposed levy of road and infrastructure cess of Rs 8 per litre on petrol and diesel, while abolishing the additional excise duty of Rs 6, global prices pushed petrol to a nearly three-and-a-half-year high of Rs 73.05 per litre in Delhi on Thursday.', 'The basic excise duty on unbranded petrol was slashed by Rs 2 from Rs 6.48 per litre and on branded petrol from Rs 7.66 per litre.', 'Similarly on unbranded diesel, the additional excise duty was brought down from Rs 8.33 per litre to Rs 6.33 per litre and on branded diesel from Rs 10.69 per litre to Rs 8.69 per litre.', ""Union Finance Secretary Hasmukh Adia told a post-Budgetmedia briefing that the changes won't affect the customer. Only the devolution of cess has been changed, he said."", 'The 5 per cent road and infrastructure cess on ethanol-blended petrol up to 10 per cent and bio-diesel up to 20 per cent has been abolished.', 'Road and infrastructure cess on petrol and diesel manufactured in and cleared from four specified refineries in the northeast has been levied at Rs 4 per litre.', 'Instead, governed by the dynamic daily pricing system, petrol prices reached landmark levels on Thursday in key metros Kolkata, Mumbai and Chennai at Rs 75.74, Rs 80.91, and Rs 75.77 per litre respectively.', 'The previous coresponding highs in these cities were Rs 76.14 (Kolkata, August 2014), Rs 81.75 (Mumbai, July 2014) and Rs 75.78 (Chennai, August 2014).', 'Asked about the cut in excise duty and imposition of road cess in the Budget, analysts said it was the global crude oil prices which were driving petrol and diesel rates.', '""That depends on the crude oil price outlook. Crude oil prices have been increasing for the last six months after 2-3 years of lull. So, given that it is free pricing now, any projection on prices of petrol and diesel will be difficult,"" Raju Kumar, tax partner, EY, said.', '""Finance Minister Arun Jaitley\'s populist measure of reducing basic excise duty on fuel comes at a time when petrol prices have hit Rs 80 across major cities in India. For the past few years, the excise on the commodity has always remained steep despite crude prices almost halving since early 2016,"" said Saurabh Bhagotra, Solicitor at Zaiwalla & Co.', 'Global and domestic factors have spiked the fuel prices. Production curbs by the Organisation of the Petroleum Exporting Countries and high demand have led to the surge. On Thursday, price of the Brent crude oil was around $69 per barrel.']",/budget/article/budget-2018-hikes-road-cess-by-rs-8-petrol-to-cost-rs-73-litre-in-delhi-118020101755_1.html
